"X1","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","IHW_pvalue","t_ID","Human","type"
"LOC103060510_crovir-transcript-11192",1039.03539019399,-10.2266886214235,1.61572602414484,-6.32946951933652,2.46005481753165e-10,1.56000591554051e-08,1.445010879304e-08,"crovir-transcript-11192","NP_000558.2","Nonvenom"
"CNKSR1_crovir-transcript-968",462.030259894836,-0.851204211155405,0.137804902358314,-6.17687902671375,6.53811305384211e-10,3.66968983745436e-08,4.05676164428981e-08,"crovir-transcript-968","NP_001284576.1","Nonvenom"
"CASTOR1_crovir-transcript-16268",448.322092938953,-1.25155189361266,0.205798221373844,-6.0814514588984,1.19099424084629e-09,6.41192409663781e-08,5.86677283752457e-08,"crovir-transcript-16268","NP_001032755.1","Nonvenom"
"NAIP_crovir-transcript-15688",109.663216947674,-3.96435783568775,0.653844443260957,-6.06315137575548,1.33479925917967e-09,7.1318897733781e-08,6.25536958974963e-08,"crovir-transcript-15688","NP_001333799.1","Nonvenom"
"LOC103060682_crovir-transcript-9155",837.458809230583,-6.673395942183,1.10737709207414,-6.0263084634373,1.67746892613043e-09,8.64289653736734e-08,8.00547745677287e-08,"crovir-transcript-9155","NP_009059.1","Nonvenom"
"C3_crovir-transcript-2493",336.66103709208,-8.31905141407114,1.38799585217539,-5.99357080284698,2.05282726189889e-09,1.04141506094025e-07,9.37836972888421e-08,"crovir-transcript-2493","NP_000055.2","Nonvenom"
"LOC103057134_crovir-transcript-3146",20223.6569967248,-7.32472757680549,1.22837302082086,-5.96295054731076,2.47723413356746e-09,1.23767872052102e-07,1.13831148117725e-07,"crovir-transcript-3146","NP_001171597.1","Nonvenom"
"LOC107326668_crovir-transcript-4626",92.8467037375859,-2.78119957798107,0.4717424647807,-5.89558877061018,3.73347726411939e-09,1.79724690196112e-07,1.31544120360278e-07,"crovir-transcript-4626","NP_006501.1","Nonvenom"
"DUSP22_crovir-transcript-5363",66.4721076878619,-2.70498483286932,0.462334408588568,-5.85071061686108,4.89477203426796e-09,2.28943415361682e-07,1.50492385125786e-07,"crovir-transcript-5363","XP_016883143.1","Nonvenom"
"F5_crovir-transcript-3864",46.3198730173192,-2.47059049765085,0.419824101939219,-5.8848229204538,3.9848040052137e-09,1.89745721403497e-07,1.66370902804806e-07,"crovir-transcript-3864","NP_000121.2","Nonvenom"
"AP5M1_crovir-transcript-6944",407.702908913123,-0.878930649647263,0.14939004081627,-5.88346214275575,4.01772026603237e-09,1.90624929168946e-07,1.71014925668713e-07,"crovir-transcript-6944","XP_011535242.1","Nonvenom"
"LOC103060404_crovir-transcript-375",255.424890664261,-1.07292997406064,0.180842280604328,-5.9329597618167,2.97521786428066e-09,1.46977991123079e-07,2.3250778231532e-07,"crovir-transcript-375","NP_064710.4","Nonvenom"
"C3_crovir-transcript-14979",152.937675206346,-11.151247188369,1.92813448403182,-5.78343848975268,7.3188957052919e-09,3.35195258169445e-07,2.44765129738544e-07,"crovir-transcript-14979","NP_000055.2","Nonvenom"
"C3_crovir-transcript-14980",91.2744312768887,-8.84192130650596,1.53401955892013,-5.76389085464478,8.21965825091225e-09,3.72568014878119e-07,3.28832675748538e-07,"crovir-transcript-14980","NP_000055.2","Nonvenom"
"ANXA3_crovir-transcript-4286",13.4853146290651,-7.12539491314592,1.20757627836016,-5.90057542602769,3.622359708521e-09,1.75657810865412e-07,3.68145802433646e-07,"crovir-transcript-4286","NP_005130.1","Nonvenom"
"LOC103061285_crovir-transcript-13474",5120.41308627478,-7.09884404583494,1.24679799344245,-5.69366014636806,1.24344474364141e-08,5.46701205621006e-07,5.04766842359497e-07,"crovir-transcript-13474","NP_001171597.1","Nonvenom"
"LOC103061285_crovir-transcript-13479",4060.39910652584,-7.00818960735071,1.23363729435917,-5.68091580839503,1.33975418264722e-08,5.81294660168316e-07,5.38763844387002e-07,"crovir-transcript-13479","NP_001171597.1","Nonvenom"
"IRF1_crovir-transcript-13915",392.21255691768,-4.59833099452968,0.814224532184622,-5.64749748105971,1.62800220343944e-08,6.92688679463427e-07,6.28621425722805e-07,"crovir-transcript-13915","NP_002189.1","Nonvenom"
"HIP1_crovir-transcript-9864",136.500402205812,-1.66289881378369,0.297096876004829,-5.59716021300967,2.17891335116342e-08,8.89779167239798e-07,6.88142015863383e-07,"crovir-transcript-9864","NP_005329.3","Nonvenom"
"DDX31_crovir-transcript-1489",134.923518421782,-1.14057899717206,0.206465079319054,-5.52431917752787,3.307656871365e-08,1.29076905719835e-06,9.54712119650956e-07,"crovir-transcript-1489","NP_073616.6","Nonvenom"
"LOC103061385_crovir-transcript-10810",166.223635105281,-2.58617173267423,0.471548850527005,-5.48441954589416,4.14829220175424e-08,1.5588596621407e-06,1.21170616688924e-06,"crovir-transcript-10810","XP_011510737.1","Nonvenom"
"PRPSAP1_crovir-transcript-6239",425.428049769239,-0.958716507600889,0.174365722951103,-5.49830833362668,3.83452019554995e-08,1.45755969392806e-06,1.33041710259673e-06,"crovir-transcript-6239","NP_002757.2","Nonvenom"
"FAAH2_crovir-transcript-142",129.297368962942,-1.52956961249831,0.280836084763962,-5.4464853182378,5.1374841591099e-08,1.89283285080055e-06,1.39400385923348e-06,"crovir-transcript-142","NP_777572.2","Nonvenom"
"LOC103058445_crovir-transcript-6231",333.136054103781,-1.20429596783286,0.219911059345984,-5.47628651062134,4.34344229080582e-08,1.62294628373169e-06,1.67868965796747e-06,"crovir-transcript-6231","NP_038474.2","Nonvenom"
"LIN54_crovir-transcript-4301",48.0096389745933,-2.01155273326527,0.370584624657291,-5.42805232441985,5.69723391687306e-08,2.07587059015347e-06,1.81704068739812e-06,"crovir-transcript-4301","NP_919258.2","Nonvenom"
"TYMS_crovir-transcript-5179",37.9298462790501,-3.59633334168277,0.655285793659276,-5.48819061313686,4.06071742930285e-08,1.53031036835727e-06,1.97629912558806e-06,"crovir-transcript-5179","NP_001062.1","Nonvenom"
"KMT5C_crovir-transcript-2877",65.2465825191641,-1.9520254089617,0.369327632131033,-5.28534893990588,1.25465369655225e-07,4.22165363712352e-06,2.73744107512895e-06,"crovir-transcript-2877","NP_116090.2","Nonvenom"
"CPEB4_crovir-transcript-13966",91.2021071982651,-1.5240968668612,0.287639399721369,-5.29863735057702,1.16670096453293e-07,3.99708720056866e-06,3.49754962199431e-06,"crovir-transcript-13966","NP_085130.2","Nonvenom"
"TBC1D1_crovir-transcript-3255",987.312038886528,-0.800501131648623,0.151158586792372,-5.29577014865967,1.18515838342168e-07,4.02372750396535e-06,3.73793817310263e-06,"crovir-transcript-3255","NP_055647.2","Nonvenom"
"LOC103060682_crovir-transcript-13477",310.444827097197,-7.52798205316233,1.42811258970993,-5.27128050505555,1.35475235335257e-07,4.53532577175644e-06,4.1474297774675e-06,"crovir-transcript-13477","NP_009059.1","Nonvenom"
"RNF135_crovir-transcript-14516",97.3354559632392,-1.44652082820531,0.277533426657885,-5.21205984311375,1.86755280359897e-07,6.02274363801233e-06,4.441964746721e-06,"crovir-transcript-14516","NP_115698.3","Nonvenom"
"NFKBIZ_crovir-transcript-3830",428.791877141052,-2.08249714570813,0.397155514071944,-5.24353073776257,1.57532550737561e-07,5.19463586057109e-06,4.63289993893488e-06,"crovir-transcript-3830","NP_113607.1","Nonvenom"
"RASSF5_crovir-transcript-6303",251.808379504666,-1.61785845023784,0.302758032957085,-5.34373418414687,9.10510627545185e-08,3.19405190886197e-06,5.19283139525823e-06,"crovir-transcript-6303","NP_872604.1","Nonvenom"
"LOC103063768_crovir-transcript-2268",77.5096526495757,-1.1764733829713,0.228734897899826,-5.14339260765768,2.69820921808407e-07,8.39372160059643e-06,5.41087667197641e-06,"crovir-transcript-2268","NP_001137291.1","Nonvenom"
"RPP40_crovir-transcript-5354",77.5471574975081,-1.25800678864427,0.244107393293211,-5.15349728524282,2.55672777423757e-07,7.97239700761077e-06,5.49808000027353e-06,"crovir-transcript-5354","NP_006629.2","Nonvenom"
"TAP2_crovir-transcript-11711",62.6427174976408,-5.45303857685295,1.06680295906757,-5.11157053934227,3.19491482593461e-07,9.68756932277645e-06,6.22389376396202e-06,"crovir-transcript-11711","NP_000535.3","Nonvenom"
"RNF44_crovir-transcript-13758",119.376190414023,-1.40740200192755,0.273948489703245,-5.13746946899438,2.7846269012665e-07,8.58159552049184e-06,7.12934199976532e-06,"crovir-transcript-13758","NP_055716.1","Nonvenom"
"LOC103062859_crovir-transcript-6260",16.1803626732991,-7.32362969761063,1.40701258454265,-5.20509182225345,1.93900704678633e-07,6.22275010878629e-06,7.84973590333143e-06,"crovir-transcript-6260","NP_003456.1","Nonvenom"
"DCTD_crovir-transcript-4600",28.9604014874537,-2.37904411215251,0.457686428007528,-5.1979782806961,2.01467661073786e-07,6.40327337244154e-06,8.17850821988807e-06,"crovir-transcript-4600","XP_005262835.1","Nonvenom"
"TCF3_crovir-transcript-6768",464.501626135785,-0.799322622185409,0.156204751858366,-5.11714664679453,3.10192445736283e-07,9.4272773254875e-06,8.51609725544311e-06,"crovir-transcript-6768","XP_024307437.1","Nonvenom"
"LOC103060504_crovir-transcript-9292",109.590062525664,-4.93845055876881,0.974301251703243,-5.06871006286358,4.00520789509339e-07,1.18983540847482e-05,8.87411172487597e-06,"crovir-transcript-9292","NP_115921.2","Nonvenom"
"B2M_crovir-transcript-5274",4299.16655668278,-3.22254900871952,0.631486263381493,-5.10311814458697,3.34102276542566e-07,1.00382893567117e-05,9.27322643933511e-06,"crovir-transcript-5274","XP_005254606.1","Nonvenom"
"NCF1_crovir-transcript-10017",117.746085005838,-3.58331290611244,0.713086121882285,-5.02507733098748,5.03229718757001e-07,1.45097409120894e-05,1.12308639197671e-05,"crovir-transcript-10017","NP_000256.4","Nonvenom"
"KIAA0355_crovir-transcript-16013",335.243839631122,-0.765978462301297,0.151782575197595,-5.04655070784062,4.49857539378446e-07,1.31858243208927e-05,1.18230255137533e-05,"crovir-transcript-16013","NP_055501.2","Nonvenom"
"VWA5A_crovir-transcript-2765",64.8154554930302,-2.17584766552416,0.442072270188812,-4.9219275042853,8.56959610946408e-07,2.24271771198078e-05,1.59401511193121e-05,"crovir-transcript-2765","XP_011541130.1","Nonvenom"
"LOC103060682_crovir-transcript-9150",137.766764104742,-9.4970170630384,1.92475440179833,-4.93414487280308,8.05026722867193e-07,2.13218925193138e-05,1.67609570475922e-05,"crovir-transcript-9150","NP_037510.1","Nonvenom"
"LOC103051387_crovir-transcript-1445",83.9171438022376,-1.88897903873705,0.387347011391259,-4.87670998661454,1.07869848218617e-06,2.75335318545569e-05,1.83487789218966e-05,"crovir-transcript-1445","NP_006638.1","Nonvenom"
"ELF3_crovir-transcript-6386",935.346208988351,-3.19931585765555,0.650078655265495,-4.92142886363333,8.59146307088243e-07,2.24398807732553e-05,2.02655031744109e-05,"crovir-transcript-6386","NP_001107781.1","Nonvenom"
"LOC103060682_crovir-transcript-9158",50.028138521806,-8.66812758465548,1.80228978068932,-4.8095082586221,1.51302045190382e-06,3.72327234339765e-05,2.45135154433366e-05,"crovir-transcript-9158","NP_009059.1","Nonvenom"
"CCDC71_crovir-transcript-13264",67.1854069519449,-1.81132404349138,0.37183265758435,-4.87134200438131,1.1084278066519e-06,2.8169870461924e-05,2.51016664712943e-05,"crovir-transcript-13264","NP_075054.3","Nonvenom"
"ABCG1_crovir-transcript-3651",30.8367928497177,-2.4683227444717,0.500032692849502,-4.93632272403158,7.96093330435049e-07,2.11703044928191e-05,2.71086199288329e-05,"crovir-transcript-3651","XP_024307909.1","Nonvenom"
"NCAPG2_crovir-transcript-1793",27.0218899286655,-2.41569851438348,0.487710711839104,-4.95313811188222,7.30261041895972e-07,1.97785280135685e-05,2.74053894891776e-05,"crovir-transcript-1793","NP_001268862.1","Nonvenom"
"RGS17_crovir-transcript-9264",62.1540204756499,-4.43329561905049,0.923800580136822,-4.79897470771655,1.59479930235999e-06,3.89544496261635e-05,2.74053894891776e-05,"crovir-transcript-9264","NP_036551.3","Nonvenom"
"LOC107326669_crovir-transcript-5702",474.09119845225,-3.04091331738977,0.624677383605801,-4.86797408901988,1.1274810846489e-06,2.85989913586903e-05,2.96315613872696e-05,"crovir-transcript-5702","NP_000177.2","Nonvenom"
"PIK3CG_crovir-transcript-10032",199.580654787269,-1.41532887222394,0.289534357677271,-4.88829333961648,1.01713895553123e-06,2.60506074241882e-05,3.10300257606478e-05,"crovir-transcript-10032","NP_001269355.1","Nonvenom"
"SLC39A8_crovir-transcript-4378",70.6974471360664,-3.42943792719088,0.712386820494263,-4.81401091167224,1.47930724839917e-06,3.6539443083118e-05,3.19865179979563e-05,"crovir-transcript-4378","XP_024309952.1","Nonvenom"
"NETO1_crovir-transcript-5248",23.2947458798408,-2.82249195858791,0.576220027085157,-4.89828854589739,9.66749990993235e-07,2.48082342046708e-05,3.19996067988541e-05,"crovir-transcript-5248","NP_001188394.1","Nonvenom"
"LOC103051323_crovir-transcript-13054",108.203981804811,-1.08446298363069,0.226246474780099,-4.79328124199387,1.6407535507081e-06,3.9929039361328e-05,3.30562893117703e-05,"crovir-transcript-13054","NP_001553.1","Nonvenom"
"ZGRF1_crovir-transcript-4424",44.4632943807232,-1.76583408092281,0.369466649472487,-4.77941401055822,1.75806842473327e-06,4.23929113751954e-05,3.51569781355626e-05,"crovir-transcript-4424","NP_060862.3","Nonvenom"
"FAM118A_crovir-transcript-11670",37.0463788609795,-2.29756126327038,0.472112166522501,-4.86655804741028,1.1355858077595e-06,2.8694208437448e-05,3.68450038361918e-05,"crovir-transcript-11670","NP_078832.1","Nonvenom"
"LOC103057763_crovir-transcript-5552",86.9575086813443,-1.66721228384863,0.355399715398388,-4.69109065543218,2.71752519816829e-06,6.11675040338561e-05,4.10935184135476e-05,"crovir-transcript-5552","XP_005268509.2","Nonvenom"
"CCL28_crovir-transcript-15820",91.9852032388107,-10.6097347634911,2.24773518615435,-4.72018893900189,2.35625678179476e-06,5.39566440136682e-05,4.22395952445958e-05,"crovir-transcript-15820","NP_001288802.1","Nonvenom"
"SEMA4D_crovir-transcript-15518",199.739701011657,-1.6075539492191,0.335281101142594,-4.794645280455,1.62962928534791e-06,3.9731627123362e-05,4.31707426135997e-05,"crovir-transcript-15518","NP_006369.3","Nonvenom"
"LOC103051468_crovir-transcript-9182",149.238572790408,-2.87866832368495,0.613579651148624,-4.69159679317278,2.71080968648129e-06,6.11206491704072e-05,4.75652181383857e-05,"crovir-transcript-9182","NP_001994.2","Nonvenom"
"CD74_crovir-transcript-13825",1971.67731176609,-2.92080062143778,0.618427413978145,-4.72294816727029,2.32450108338385e-06,5.3508148847876e-05,4.91760841561594e-05,"crovir-transcript-13825","XP_016865578.1","Nonvenom"
"JCHAIN_crovir-transcript-4269",261.140186173748,-7.26232489229041,1.51279979018678,-4.80058560253619,1.58202332508004e-06,3.87140772872091e-05,5.96918361814587e-05,"crovir-transcript-4269","NP_653247.1","Nonvenom"
"SMC2_crovir-transcript-15325",25.3365865689796,-3.60225282554569,0.75806951898244,-4.75187662258339,2.0153734070571e-06,4.75841429188278e-05,6.56884127361773e-05,"crovir-transcript-15325","NP_001036015.1","Nonvenom"
"CHAF1B_crovir-transcript-3677",17.9898977142451,-4.44484694747152,0.942125107220247,-4.71789459107623,2.3829789891329e-06,5.44739911034019e-05,7.03241289338521e-05,"crovir-transcript-3677","NP_005432.1","Nonvenom"
"NUDT1_crovir-transcript-285",127.293792550099,-1.13349308480578,0.24714732785426,-4.58630524006388,4.51158866326776e-06,9.75072539831584e-05,7.12395285877116e-05,"crovir-transcript-285","NP_945187.1","Nonvenom"
"WLS_crovir-transcript-5924",331.726754810666,-1.4767215007801,0.320395980249037,-4.60905127346566,4.04510574886377e-06,8.81899914504349e-05,8.01214571851415e-05,"crovir-transcript-5924","XP_011540493.1","Nonvenom"
"LOC103061970_crovir-transcript-262",165.165483121865,-1.04896461701547,0.228210383083346,-4.5964806808653,4.29686793853587e-06,9.32165922850134e-05,8.16804589637574e-05,"crovir-transcript-262","NP_060485.4","Nonvenom"
"CCDC151_crovir-transcript-2384",249.121057224556,-1.85706863028754,0.398195194192247,-4.66371432245603,3.10552426226306e-06,6.90756577053115e-05,8.26828280898141e-05,"crovir-transcript-2384","NP_001034463.4","Nonvenom"
"HMMR_crovir-transcript-14026",10.2403142356615,-5.81740025444316,1.21648028418618,-4.78215745052946,1.73423753670366e-06,4.19717304754518e-05,8.53114761222493e-05,"crovir-transcript-14026","NP_001136028.1","Nonvenom"
"LOC103060682_crovir-transcript-9156",130.021103005468,-8.67166282689155,1.90927418022279,-4.54186356088453,5.57591253781249e-06,0.00011843202314613,9.77249298236011e-05,"crovir-transcript-9156","NP_009059.1","Nonvenom"
"SLC11A1_crovir-transcript-8018",40.6614728452364,-2.64886139924039,0.582154411773722,-4.55010104822495,5.36201596079822e-06,0.000114441732237748,9.99425651851136e-05,"crovir-transcript-8018","NP_000569.3","Nonvenom"
"PCLAF_crovir-transcript-11211",34.3838879853897,-3.53988423106075,0.778566995674299,-4.54666618380726,5.45023383330062e-06,0.000116136646625582,0.000149103468907589,"crovir-transcript-11211","NP_055551.1","Nonvenom"
"CDC14A_crovir-transcript-5750",186.957324836675,-1.24145284768258,0.274254582637536,-4.52664395155551,5.99277823274004e-06,0.000125867428168537,0.000149659490678848,"crovir-transcript-5750","XP_005271351.1","Nonvenom"
"GCNA_crovir-transcript-15579",34.4322769474454,-1.79930626159077,0.397093933482244,-4.53118546992667,5.86536149124299e-06,0.000123584853146158,0.000159469729336709,"crovir-transcript-15579","XP_011529365.1","Nonvenom"
"LOC103048864_crovir-transcript-5704",56.565047987184,-4.64701727348189,1.04681119548315,-4.43921243251232,9.02886647381539e-06,0.000182374806722244,0.000159731891858368,"crovir-transcript-5704","NP_000177.2","Nonvenom"
"ARHGAP11A_crovir-transcript-7317",26.3811359063549,-1.93772718911467,0.437163695614158,-4.43249796027187,9.31475840046879e-06,0.000187861870492635,0.00016403144136539,"crovir-transcript-7317","NP_055598.1","Nonvenom"
"SLC44A1_crovir-transcript-15274",158.823563822405,-2.39296319945781,0.546102875480752,-4.38189086140813,1.17653744822528e-05,0.00022787854540516,0.000173653356127448,"crovir-transcript-15274","XP_006717090.1","Nonvenom"
"MCF2_crovir-transcript-242",51.5134803138749,-5.18068779784871,1.19777252675917,-4.32526851477065,1.52346175461049e-05,0.000284624087015756,0.000188005348445908,"crovir-transcript-242","XP_011535788.2","Nonvenom"
"MMP25_crovir-transcript-3001",46.5681247461623,-5.40789319818889,1.25104996538784,-4.3226836240009,1.54142697640632e-05,0.00028757315160961,0.000192263940433138,"crovir-transcript-3001","NP_071913.1","Nonvenom"
"NOX1_crovir-transcript-176",35.0840893305874,-1.91266495122594,0.42684748272453,-4.48090952538263,7.43256162505399e-06,0.000153420168755027,0.000195736077277916,"crovir-transcript-176","NP_008983.2","Nonvenom"
"LOC103061454_crovir-transcript-12455",129.609028507186,-1.06374829044863,0.242486513090627,-4.38683486718731,1.15012039657374e-05,0.000224078109760822,0.000196661330794105,"crovir-transcript-12455","NP_705902.2","Nonvenom"
"DLGAP5_crovir-transcript-6957",41.308100512055,-4.58499711750761,1.04608453493245,-4.38300822199202,1.17051693596239e-05,0.000227319144357636,0.00019969433253093,"crovir-transcript-6957","NP_055565.3","Nonvenom"
"LIMK1_crovir-transcript-9899",6.54209329892638,-5.45751170615614,1.2243385543405,-4.45751845909637,8.29138993227556e-06,0.00016908711645332,0.000262603841829192,"crovir-transcript-9899","NP_002305.1","Nonvenom"
"ARHGAP27_crovir-transcript-2409",115.06622863466,-2.50785957157805,0.588489245078898,-4.2615215019636,2.03039814319326e-05,0.000361904750117826,0.000273889820772574,"crovir-transcript-2409","XP_011522770.1","Nonvenom"
"ESCO2_crovir-transcript-9888",14.7333551373582,-3.78512500925093,0.860758142295568,-4.39743154698058,1.09539415345235e-05,0.000215324126438697,0.000275302959519064,"crovir-transcript-9888","NP_001017420.1","Nonvenom"
"LOC103055910_crovir-transcript-12098",112.654219424573,-1.42394880674642,0.334335503076271,-4.2590415724458,2.05305288674768e-05,0.000364684682061366,0.000287987590629816,"crovir-transcript-12098","XP_024307971.1","Nonvenom"
"REST_crovir-transcript-15152",387.532069993633,-0.738345904431795,0.170430079380738,-4.33225113263217,1.47592452238331e-05,0.000276526199577215,0.000287987590629816,"crovir-transcript-15152","NP_001180437.1","Nonvenom"
"LOC103064550_crovir-transcript-7023",183.641603997476,-1.53089022951101,0.345657967951425,-4.42891636082912,9.47077394779342e-06,0.000190136238008212,0.000292510129968962,"crovir-transcript-7023","NP_055807.1","Nonvenom"
"LOC103051714_crovir-transcript-2767",214.38372207265,-1.51329331756333,0.352646965516115,-4.29124156888336,1.77676898505356e-05,0.000324143608753201,0.000305158822346024,"crovir-transcript-2767","XP_011541130.1","Nonvenom"
"LOC103059182_crovir-transcript-10929",36.8473394000472,-3.03221727198079,0.695955352274453,-4.35691350324586,1.31909365606678e-05,0.000250703823105488,0.000318236218238662,"crovir-transcript-10929","NP_001308122.1","Nonvenom"
"DIAPH3_crovir-transcript-3233",5.46287886836981,-5.38817169015277,1.2232502946273,-4.4047990127764,1.05882000744419e-05,0.000208756889360072,0.000322396743360429,"crovir-transcript-3233","NP_001035982.1","Nonvenom"
"LOC103067236_crovir-transcript-10015",61.9340644363156,-1.98464393904395,0.472435789348357,-4.20087551322356,2.65884767032779e-05,0.000452518719633853,0.000322899414946788,"crovir-transcript-10015","NP_000259.1","Nonvenom"
"ERBIN_crovir-transcript-15757",423.306966771725,-0.780014217686599,0.183546369814458,-4.24968479886087,2.1407153644516e-05,0.000376983119587671,0.000344341241386521,"crovir-transcript-15757","XP_005248611.1","Nonvenom"
"SNX29_crovir-transcript-398",24.2388612269647,-1.64647265728085,0.380354868702012,-4.32878028589341,1.49937423994708e-05,0.000280521223048256,0.00035697418020048,"crovir-transcript-398","XP_011521040.1","Nonvenom"
"LOC103052207_crovir-transcript-5063",204.364661861761,-1.14248378375785,0.26902296503744,-4.24678905608988,2.16855952365401e-05,0.000380363033470696,0.000357911547878639,"crovir-transcript-5063","NP_001028750.1","Nonvenom"
"IRF4_crovir-transcript-5372",23.881794548333,-8.03269422458648,1.86119938612995,-4.31586980118724,1.58975665925407e-05,0.000294921101765981,0.000374945832244133,"crovir-transcript-5372","NP_002451.2","Nonvenom"
"TMEM94_crovir-transcript-14228",225.182783764614,-0.78055446132543,0.179051082284055,-4.3593953824145,1.30422285457105e-05,0.000248953682370365,0.000381361555226728,"crovir-transcript-14228","XP_016880922.1","Nonvenom"
"SCG5_crovir-transcript-7315",55.9593134457894,-6.39995288630991,1.54223666563142,-4.14978649446752,3.32785532780624e-05,0.00054459567957524,0.000388622470681831,"crovir-transcript-7315","NP_001138229.1","Nonvenom"
"RHBDF2_crovir-transcript-14178",169.756786806653,-2.08458477442573,0.478321630252861,-4.35812357748433,1.31182309832537e-05,0.000250042581891787,0.000398574379086005,"crovir-transcript-14178","NP_078875.4","Nonvenom"
"LOC103050576_crovir-transcript-6085",134.657814893951,-1.37491182544269,0.330034733859263,-4.16596098648513,3.10043725246591e-05,0.000512465756391296,0.000403557389093512,"crovir-transcript-6085","XP_011539361.1","Nonvenom"
"MLLT6_crovir-transcript-2609",34.3315090741103,-2.68588844304479,0.629205239538545,-4.26870005884662,1.96615439522823e-05,0.000352837775143678,0.000449868280428995,"crovir-transcript-2609","NP_005928.2","Nonvenom"
"CCDC82_crovir-transcript-7103",50.3423425036485,-1.40453297211793,0.343239363288921,-4.09199270928512,4.27682101210264e-05,0.000673969762839113,0.000453268930867831,"crovir-transcript-7103","NP_001305665.1","Nonvenom"
"PLK1_crovir-transcript-486",22.5122438692973,-3.01215437765083,0.722781518172475,-4.16744797967019,3.08028777049293e-05,0.000509774099031389,0.000456933955943507,"crovir-transcript-486","NP_005021.2","Nonvenom"
"TSGA10IP_crovir-transcript-12392",33.1583957778016,-1.683446597634,0.395296752230052,-4.25869068778556,2.05627767126057e-05,0.000364684682061366,0.000465651109523421,"crovir-transcript-12392","XP_011543189.1","Nonvenom"
