"X1","baseMean_Unext.vs.NonVen","log2FoldChange_Unext.vs.NonVen","lfcSE_Unext.vs.NonVen","stat_Unext.vs.NonVen","pvalue_Unext.vs.NonVen","padj_Unext.vs.NonVen","IHW_pvalue_Unext.vs.NonVen","t_ID_Unext.vs.NonVen","Human_Unext.vs.NonVen","type_Unext.vs.NonVen","baseMean_Unext.vs.1DPE","log2FoldChange_Unext.vs.1DPE","lfcSE_Unext.vs.1DPE","stat_Unext.vs.1DPE","pvalue_Unext.vs.1DPE","padj_Unext.vs.1DPE","IHW_pvalue_Unext.vs.1DPE","t_ID_Unext.vs.1DPE","Human_Unext.vs.1DPE","type_Unext.vs.1DPE"
"LOC103049250_crovir-transcript-15138",1739.1460673078,9.68228348371191,0.423720674698715,22.8506279298183,1.4405302582104e-115,3.16508506566461e-113,5.56541198474679e-113,"crovir-transcript-15138","NP_061116.5","Nonvenom",1739.1460673078,1.16445023248206,0.0990913340656966,11.7512822232269,6.95553291231567e-32,3.98884691797581e-29,3.71029034361515e-29,"crovir-transcript-15138","NP_061116.5","Nonvenom"
"RAB1A_crovir-transcript-10448",4469.11852467617,2.68030790633639,0.121173237301248,22.1196360354135,2.04572103436254e-108,4.42110498295104e-106,7.04928084974974e-106,"crovir-transcript-10448","NP_004152.1","Nonvenom",4469.11852467617,0.389858439905489,0.124819129250102,3.1233869539686,0.0017878252919309,0.0143439267643361,0.0132100350066577,"crovir-transcript-10448","NP_004152.1","Nonvenom"
"LOC103055664_crovir-transcript-5455",5195.36395944847,3.28671081291354,0.148879197886629,22.0763602945817,5.33350152676452e-108,1.13405726818285e-105,1.70023670799855e-105,"crovir-transcript-5455","NP_036451.3","Nonvenom",5195.36395944847,0.830255430066009,0.166206105030868,4.99533654261263,5.8733252735617e-07,1.64129577030252e-05,1.52325887320208e-05,"crovir-transcript-5455","NP_036451.3","Nonvenom"
"INPP5J_crovir-transcript-16345",343.954778169259,6.29248642379246,0.285817612813709,22.0157406041096,2.03518376491666e-107,4.25870278934862e-105,5.37117751772576e-105,"crovir-transcript-16345","NP_001271214.1","Nonvenom",343.954778169259,0.493577150056559,0.175883752004453,2.80626916603452,0.00501188073792906,0.0303661816798222,0.0284289246421868,"crovir-transcript-16345","NP_001271214.1","Nonvenom"
"ARL1_crovir-transcript-12005",1360.40247450147,2.58550001580797,0.117611557852346,21.9833838019041,4.15323013392433e-107,8.55500513367569e-105,1.28261016206866e-104,"crovir-transcript-12005","NP_001168.1","Nonvenom",1360.40247450147,0.920161911975466,0.115659197766436,7.95580403240955,1.77971908329906e-15,2.63758367513647e-13,2.4113513615741e-13,"crovir-transcript-12005","NP_001168.1","Nonvenom"
"PINX1_crovir-transcript-9794",962.19330645151,-2.52947642385969,0.116610976612997,-21.6915808213699,2.46374053430696e-104,4.7763958034954e-102,7.2387761908651e-102,"crovir-transcript-9794","NP_060354.4","Nonvenom",962.19330645151,0.572167876665126,0.134126088030371,4.26589550972042,1.99101954832662e-05,0.00035633036421205,0.000329011470748067,"crovir-transcript-9794","NP_060354.4","Nonvenom"
"CRELD2_crovir-transcript-11706",3723.85594741559,4.02750931030622,0.185725655326233,21.6852610008659,2.8264961362073e-104,5.40024616864071e-102,8.02049826509336e-102,"crovir-transcript-11706","XP_005261794.1","Nonvenom",3723.85594741559,0.959804114776404,0.205196801558883,4.67748087438381,2.90420651840329e-06,6.52580646980229e-05,6.36992394878889e-05,"crovir-transcript-11706","XP_005261794.1","Nonvenom"
"SRP54_crovir-transcript-7264",2892.665369838,2.27155906055131,0.104788845189512,21.6774892064433,3.34644291742738e-104,6.30230814006359e-102,1.00487865029882e-101,"crovir-transcript-7264","NP_003127.1","Nonvenom",2892.665369838,0.565657677926895,0.115379396217497,4.90258829973939,9.4582076948168e-07,2.44136515645076e-05,2.28686562119282e-05,"crovir-transcript-7264","NP_003127.1","Nonvenom"
"QPCT_crovir-transcript-9447",12890.5587049853,6.0906629888117,0.284232529497969,21.4284515553848,7.25531628282107e-102,1.3284282577282e-99,2.11812746215746e-99,"crovir-transcript-9447","NP_036545.1","Nonvenom",12890.5587049853,2.86201870628064,0.316805185476103,9.03400208547571,1.65505563201499e-19,4.04262662708846e-17,3.69588017754967e-17,"crovir-transcript-9447","NP_036545.1","Nonvenom"
"ADCY8_crovir-transcript-6748",831.486632897058,9.98197806667782,0.469479439202374,21.2618002689038,2.56390269456843e-100,4.50665722966607e-98,6.84145921873886e-98,"crovir-transcript-6748","NP_001106.1","Nonvenom",831.486632897058,-0.269555711301662,0.0908950218903143,-2.96557177385295,0.00302120839383154,0.0210845178384328,0.0196821850166091,"crovir-transcript-6748","NP_001106.1","Nonvenom"
"SLC1A1_crovir-transcript-15400",601.468645235143,4.90922202286253,0.235581694765096,20.8387244508009,1.92910564557627e-96,3.17892496570399e-94,5.06867287023133e-94,"crovir-transcript-15400","XP_011516309.1","Nonvenom",601.468645235143,-0.662745216665832,0.242664652247854,-2.73111559729315,0.00631203276136099,0.0358187086352522,0.0335698257531861,"crovir-transcript-15400","XP_011516309.1","Nonvenom"
"GPHN_crovir-transcript-7495",382.731118578208,-5.37490580474338,0.258795148532106,-20.7689589052577,8.26298613077755e-96,1.34482649582766e-93,1.69612724740912e-93,"crovir-transcript-7495","XP_011534642.1","Nonvenom",382.731118578208,2.17965963970221,0.264796164433749,8.23146228104656,1.84941759988694e-16,2.95029788042844e-14,3.07440777105625e-14,"crovir-transcript-7495","XP_011534642.1","Nonvenom"
"EIF1_crovir-transcript-2566",16229.673366858,-2.2916847039155,0.112979820785254,-20.2840178713986,1.77982036620284e-91,2.79325855805381e-89,4.18779621503952e-89,"crovir-transcript-2566","NP_005792.1","Nonvenom",16229.673366858,0.734800711613258,0.124205971973208,5.91598535835104,3.29894558548789e-09,1.60564916135001e-07,1.55924728599627e-07,"crovir-transcript-2566","NP_005792.1","Nonvenom"
"LOC103048180_crovir-transcript-14123",1227.9048789189,3.65550289992784,0.182036274575274,20.0811783720406,1.07806945806274e-89,1.65258019367919e-87,2.47763282070134e-87,"crovir-transcript-14123","NP_694942.3","Nonvenom",1227.9048789189,0.713248101149715,0.182653873702663,3.90491636827145,9.4257976149907e-05,0.00128312491712955,0.00120428706481682,"crovir-transcript-14123","NP_694942.3","Nonvenom"
"MAGT1_crovir-transcript-8549",1092.49857924118,2.09791961091236,0.104881529798697,20.0027556323691,5.21120726672213e-89,7.80674379513612e-87,1.15946520046656e-86,"crovir-transcript-8549","NP_115497.4","Nonvenom",1092.49857924118,0.681169366805,0.112407722410404,6.05980934582083,1.36282987746259e-09,7.21916710190023e-08,6.66896209706877e-08,"crovir-transcript-8549","NP_115497.4","Nonvenom"
"LOC103057595_crovir-transcript-9059",301.796412915975,4.92777284103213,0.248554143589272,19.825752127372,1.78492816169637e-87,2.55768564735252e-85,3.2312708097829e-85,"crovir-transcript-9059",NA,"Nonvenom",301.796412915975,-2.87107251908476,0.266196251844963,-10.7855482531622,4.02834032792249e-27,1.77112696417659e-24,1.97460535697806e-24,"crovir-transcript-9059",NA,"Nonvenom"
"FOXI1_crovir-transcript-14004",246.141488684279,7.28858697140602,0.368591827419675,19.7741415549817,4.97217927744478e-87,7.04819778651124e-85,8.87443847361198e-85,"crovir-transcript-14004","NP_036320.2","Nonvenom",246.141488684279,-1.43707585869272,0.191675486995657,-7.49744206323725,6.50752223304361e-14,7.66376948695047e-12,9.11493531808609e-12,"crovir-transcript-14004","NP_036320.2","Nonvenom"
"KMT5A_crovir-transcript-16346",344.137293839728,2.19775259822511,0.11350079444637,19.3633234810843,1.57395720865085e-83,2.11729366139226e-81,2.67038125809968e-81,"crovir-transcript-16346","NP_065115.3","Nonvenom",344.137293839728,-0.869299537503623,0.123521509549165,-7.0376369320326,1.95527354049793e-12,1.82908212760054e-10,1.92701041949887e-10,"crovir-transcript-16346","NP_065115.3","Nonvenom"
"BTBD10_crovir-transcript-7670",1066.07595220704,2.40947103856798,0.124646129465594,19.3304922415025,2.97565433177604e-83,3.96242939957611e-81,6.31794037749195e-81,"crovir-transcript-7670","XP_016873894.1","Nonvenom",1066.07595220704,-0.422256030376592,0.123020085739565,-3.43241534777104,0.000598230606029387,0.00586230437854949,0.00550277454185028,"crovir-transcript-7670","XP_016873894.1","Nonvenom"
"NOSIP_crovir-transcript-2712",1834.95861449505,1.7667767095388,0.0935126674759597,18.8934478849403,1.29129714570075e-79,1.60595945960123e-77,2.40773662969133e-77,"crovir-transcript-2712","XP_024307296.1","Nonvenom",1834.95861449505,0.611159467111871,0.0923318395854679,6.61916268381228,3.61239131992723e-11,2.73835870746207e-09,2.50348266102888e-09,"crovir-transcript-2712","XP_024307296.1","Nonvenom"
"PPIB_crovir-transcript-11212",24126.0657668214,2.95207909208301,0.157944628244408,18.6905950832014,5.90506705869675e-78,7.07695445770903e-76,1.24439521647329e-75,"crovir-transcript-11212","NP_000933.1","Nonvenom",24126.0657668214,0.671039846660553,0.17903107802698,3.74817519983556,0.000178125815962912,0.00219167864976755,0.00215225629894547,"crovir-transcript-11212","NP_000933.1","Nonvenom"
"GCDH_crovir-transcript-14985",1693.83647046192,1.67140762673109,0.0906670623208463,18.4345624965374,6.93776665492419e-76,7.95309372277092e-74,1.18120123441826e-73,"crovir-transcript-14985","XP_011526201.1","Nonvenom",1693.83647046192,0.905120830363552,0.0987621587089946,9.16465215215187,4.9707023977511e-20,1.31127129252674e-17,1.2197001576061e-17,"crovir-transcript-14985","XP_011526201.1","Nonvenom"
"GRPEL1_crovir-transcript-5506",852.922756000437,1.55473642125688,0.0858213962010027,18.1159534810588,2.38504513225614e-73,2.64218907382628e-71,4.01105029195204e-71,"crovir-transcript-5506","NP_079472.1","Nonvenom",852.922756000437,0.575807894668466,0.0892341966400729,6.45277165424589,1.09822775645292e-10,7.58409639142095e-09,7.20536741823276e-09,"crovir-transcript-5506","NP_079472.1","Nonvenom"
"WDR36_crovir-transcript-15588",910.615003991802,2.21138055255762,0.122257828688081,18.0878441592445,3.97328675102117e-73,4.36498660322601e-71,6.61527276984763e-71,"crovir-transcript-15588","NP_644810.1","Nonvenom",910.615003991802,-0.746476964833866,0.137002066085693,-5.44865479887695,5.07522080441262e-08,1.87513059972556e-06,1.69039175548429e-06,"crovir-transcript-15588","NP_644810.1","Nonvenom"
"RCN1_crovir-transcript-7608",7379.97426658587,3.81290297527524,0.211105475069513,18.0616015478505,6.3940298407932e-73,6.90922093370301e-71,1.20502409693076e-70,"crovir-transcript-7608","NP_002892.1","Nonvenom",7379.97426658587,1.00125288611346,0.212321910493905,4.7157303915754,2.40845185648825e-06,5.49610380399309e-05,5.1138944189063e-05,"crovir-transcript-7608","NP_002892.1","Nonvenom"
"RAB28_crovir-transcript-4667",573.580351987614,2.33373137102047,0.129965936009448,17.9564849273337,4.27007261494378e-72,4.53970703893579e-70,6.26885421167786e-70,"crovir-transcript-4667","NP_001017979.1","Nonvenom",573.580351987614,0.419760805300306,0.138614276912834,3.02826530317845,0.00245962048436104,0.0181872205836358,0.0169303197334097,"crovir-transcript-4667","NP_001017979.1","Nonvenom"
"CDKN2AIP_crovir-transcript-4597",867.588854191708,1.94183175147219,0.10837852611916,17.917126399534,8.66921247519727e-72,9.07033556035918e-70,1.37694809421022e-69,"crovir-transcript-4597","NP_060102.1","Nonvenom",867.588854191708,0.450211039752635,0.110567015496892,4.07183858340908,4.66434994787044e-05,0.000722098307657407,0.000673251799338734,"crovir-transcript-4597","NP_060102.1","Nonvenom"
"LMBR1L_crovir-transcript-14546",1296.18410167772,3.19999506404641,0.181510815656068,17.6297762338849,1.45541895291332e-69,1.47590677355818e-67,2.59520015276583e-67,"crovir-transcript-14546","XP_024304815.1","Nonvenom",1296.18410167772,-1.42601624577326,0.203810914362479,-6.99676094498587,2.61947666246362e-12,2.39936785957605e-10,2.22446325012607e-10,"crovir-transcript-14546","XP_024304815.1","Nonvenom"
"LOC103065456_crovir-transcript-8787",787.171876639812,7.45863623554105,0.423624679226703,17.6067084881746,2.18804388384458e-69,2.20190706265061e-67,3.34266765917173e-67,"crovir-transcript-8787","NP_212134.3","Nonvenom",787.171876639812,2.32263463450726,0.134496987381274,17.2690457959704,8.04617895007856e-67,1.76881833919227e-63,1.59901997051268e-63,"crovir-transcript-8787","NP_212134.3","Nonvenom"
"PPP1CB_crovir-transcript-9577",2840.07158457355,2.54425925468298,0.144846593287837,17.5651991319331,4.55094502947876e-69,4.54508396391049e-67,6.75040302031704e-67,"crovir-transcript-9577","NP_002700.1","Nonvenom",2840.07158457355,-0.999937213407887,0.159162330462933,-6.28249919751434,3.33172991681541e-10,2.02513906003665e-08,1.87507488580371e-08,"crovir-transcript-9577","NP_002700.1","Nonvenom"
"SCFD1_crovir-transcript-7253",2064.07097216813,2.17624829282811,0.125266533720792,17.3729425424892,1.32265804075844e-67,1.31102262791868e-65,1.94714359019057e-65,"crovir-transcript-7253","NP_057190.2","Nonvenom",2064.07097216813,0.554517395831318,0.135878132438901,4.08099070746843,4.48441481275516e-05,0.000697791019830407,0.000648177802280536,"crovir-transcript-7253","NP_057190.2","Nonvenom"
"LOC103051185_crovir-transcript-1408",1368.84593771971,-1.94194774710065,0.112726249288961,-17.2271122240809,1.66246411696348e-66,1.59972733240362e-64,2.81292334435776e-64,"crovir-transcript-1408","NP_057604.1","Nonvenom",1368.84593771971,0.366204432104541,0.12764392254848,2.86895313770583,0.00411832811168198,0.0260834436673276,0.0248912305120975,"crovir-transcript-1408","NP_057604.1","Nonvenom"
"SLC7A5_crovir-transcript-16251",1138.44444794478,2.8178677117388,0.165840164135054,16.9914672144441,9.498322095739e-65,8.75639022294596e-63,1.31280284552719e-62,"crovir-transcript-16251","XP_016879224.1","Nonvenom",1138.44444794478,-1.79588325216575,0.181487503776559,-9.89535485802251,4.36061161504402e-23,1.47478121031873e-20,1.37179154680807e-20,"crovir-transcript-16251","XP_016879224.1","Nonvenom"
"FAM213A_crovir-transcript-10189",991.660362544563,-4.45967581910241,0.263935472407735,-16.896841407558,4.74661002106739e-64,4.22801080457644e-62,6.40768169264594e-62,"crovir-transcript-10189","XP_016872264.1","Nonvenom",991.660362544563,1.49716348466517,0.298263162856362,5.01960574120975,5.17776378263587e-07,1.48466748462972e-05,1.37879267885297e-05,"crovir-transcript-10189","XP_016872264.1","Nonvenom"
"RTRAF_crovir-transcript-6888",1792.76635875899,-1.78559884410221,0.10583801459665,-16.871053854394,7.34737561265381e-64,6.50070152359833e-62,9.59053925307764e-62,"crovir-transcript-6888","NP_057123.1","Nonvenom",1792.76635875899,0.337715498512626,0.118417392667326,2.85190790732389,0.00434576889304959,0.0271662045968361,0.025994936743481,"crovir-transcript-6888","NP_057123.1","Nonvenom"
"ERP44_crovir-transcript-2318",3296.32389452132,2.60299060679342,0.155675606747789,16.7206067872312,9.27698465257315e-63,7.99336527286744e-61,1.19840623914407e-60,"crovir-transcript-2318","NP_055866.1","Nonvenom",3296.32389452132,0.561912220164923,0.172510454324783,3.25726474006623,0.00112491463250173,0.00991819786276593,0.00928765508481771,"crovir-transcript-2318","NP_055866.1","Nonvenom"
"INPP1_crovir-transcript-14431",257.223759997994,4.98645532595381,0.299368951790075,16.6565547166375,2.7120386636594e-62,2.32161075993649e-60,3.24726785953607e-60,"crovir-transcript-14431","NP_001122400.1","Nonvenom",257.223759997994,-1.07938332506685,0.298318362903651,-3.61822622838494,0.000296629057095781,0.0033469095492672,0.00392547516943234,"crovir-transcript-14431","NP_001122400.1","Nonvenom"
"RAB8A_crovir-transcript-6883",459.332692356573,1.99684704756245,0.120846707020809,16.523801903999,2.47305241169365e-61,2.06343354071882e-59,2.60685380744631e-59,"crovir-transcript-6883","NP_057614.1","Nonvenom",459.332692356573,-0.340543343188358,0.124594812320816,-2.73320643809393,0.00627210070285222,0.0356744321994915,0.0389334933854463,"crovir-transcript-6883","NP_057614.1","Nonvenom"
"WDYHV1_crovir-transcript-4858",435.735888044593,1.89597780124772,0.115343232518847,16.4377030177121,1.02739755837421e-60,8.41253541120944e-59,1.05702893683939e-58,"crovir-transcript-4858","XP_016869090.1","Nonvenom",435.735888044593,-0.296801473242942,0.105779476592582,-2.80585121805904,0.00501838578768568,0.0303661816798222,0.0284289246421868,"crovir-transcript-4858","XP_016869090.1","Nonvenom"
"EMC2_crovir-transcript-4900",2177.90803908174,1.71734581927987,0.104505962319708,16.4329936891649,1.11039173890204e-60,9.03598413206519e-59,1.44075271106303e-58,"crovir-transcript-4900","NP_001316422.1","Nonvenom",2177.90803908174,0.39049012925131,0.117204544042744,3.3316978658174,0.00086317913427821,0.00791197552545489,0.00734711646684322,"crovir-transcript-4900","NP_001316422.1","Nonvenom"
"LYSMD3_crovir-transcript-15646",1043.96882803863,2.04812907741435,0.124876945866451,16.4011784817728,1.87563952626423e-60,1.51696661808229e-58,2.30287433121848e-58,"crovir-transcript-15646","NP_938014.1","Nonvenom",1043.96882803863,0.715890143291697,0.127231589097968,5.62666982600101,1.83721904013161e-08,7.66864529725819e-07,6.83964896333089e-07,"crovir-transcript-15646","NP_938014.1","Nonvenom"
"DNAJC3_crovir-transcript-3284",6419.71815158817,4.35570778155267,0.270514456718541,16.1015711854712,2.4870797868145e-58,1.94006939819974e-56,3.25843108639231e-56,"crovir-transcript-3284","XP_011519406.1","Nonvenom",6419.71815158817,0.73910371446845,0.282533912334712,2.61598230230447,0.00889711689494698,0.0466612214092846,0.0438902741395022,"crovir-transcript-3284","XP_011519406.1","Nonvenom"
"EXOC7_crovir-transcript-14189",1125.81396194418,1.61814336183249,0.101023292469523,16.017527465962,9.64082758716066e-58,7.4324578995052e-56,1.24831368870221e-55,"crovir-transcript-14189","XP_024306436.1","Nonvenom",1125.81396194418,0.544095407004933,0.110847926905995,4.90848518499003,9.17825612084919e-07,2.37374898498041e-05,2.23669165999986e-05,"crovir-transcript-14189","XP_024306436.1","Nonvenom"
"LOC103051738_crovir-transcript-5010",211.375940451672,5.26468849282055,0.329335125463836,15.9858092434135,1.60469439994424e-57,1.22992362060842e-55,1.44005891335465e-55,"crovir-transcript-5010","NP_001073995.1","Nonvenom",211.375940451672,1.20216200085379,0.241483500731451,4.97823659675489,6.41661906661206e-07,1.75956768167595e-05,2.08803045811831e-05,"crovir-transcript-5010","NP_001073995.1","Nonvenom"
"SLC31A1_crovir-transcript-1455",305.859030818097,3.11398716697634,0.195018235596667,15.9676717279743,2.14649918767536e-57,1.63568201104765e-55,1.91514206244596e-55,"crovir-transcript-1455","NP_001850.1","Nonvenom",305.859030818097,-0.904397902963788,0.210450289011519,-4.29744196224071,1.72780479645582e-05,0.000316085232527771,0.000287987590629816,"crovir-transcript-1455","NP_001850.1","Nonvenom"
"OAT_crovir-transcript-10420",4480.72938649696,-2.3510634323443,0.147573698498699,-15.9314529368187,3.83345091239586e-57,2.88779333589226e-55,4.32952759313913e-55,"crovir-transcript-10420","NP_000265.1","Nonvenom",4480.72938649696,1.53792723427939,0.167321430715234,9.1914540038616,3.87566658814243e-20,1.06500088119997e-17,1.00476500626471e-17,"crovir-transcript-10420","NP_000265.1","Nonvenom"
