X1,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,IHW_pvalue,t_ID,Human,type
LOC103066777_crovir-transcript-8020,403.792807266656,4.79474777207699,0.171765331654821,27.9145257420892,1.77794715551494e-171,7.56086366166241e-169,9.53594155846745e-169,crovir-transcript-8020,NP_001073852.1,Nonvenom
Venom_crovir-transcript-SVSP_3,18179.2313577228,13.7882598706727,0.503712951354991,27.3732486599406,5.71149903466341e-165,2.35295911793649e-162,4.13738860185523e-162,crovir-transcript-SVSP_3,XP_011514713.1,Venom
LOC103058925_crovir-transcript-14115,1242.42679360775,2.27417427580464,0.0833659021407745,27.2794298076976,7.44130585379789e-164,2.97268894153387e-161,5.22710711367969e-161,crovir-transcript-14115,NP_057162.4,Nonvenom
ATP6V1C2_crovir-transcript-8709,5305.20386523296,6.53726443705837,0.240751738890956,27.153550238818,2.29903373861077e-162,8.91416522826642e-160,1.32394051151306e-159,crovir-transcript-8709,XP_011508641.1,Nonvenom
CALR_crovir-transcript-14987,77396.9098008876,4.84452773374758,0.179423401294475,27.0005344832172,1.45669279844014e-160,5.48673747481038e-158,8.74839063038222e-158,crovir-transcript-14987,NP_004334.1,Nonvenom
DNAJA1_crovir-transcript-15194,2223.89379830383,2.48885020870884,0.0934980403705254,26.6192767125998,4.06126639525392e-156,1.4872131913509e-153,2.49783935527629e-153,crovir-transcript-15194,NP_001530.1,Nonvenom
WNT5B_crovir-transcript-12279,368.116193504104,5.3700820645008696,0.202245236111439,26.5523290820156,2.41398126354249e-155,8.60094999926504e-153,1.08295203816736e-152,crovir-transcript-12279,XP_024304971.1,Nonvenom
LOC103048597_crovir-transcript-564,62789.9065692293,13.5506353891399,0.511189117980218,26.5080670000965,7.82421036236143e-155,2.71438329492133e-152,4.03142853637631e-152,crovir-transcript-564,NP_002429.1,Nonvenom
IFRD2_crovir-transcript-13676,1915.2540706221,2.86322893882795,0.108132372892578,26.4789245092435,1.69523446451442e-154,5.73032716556247e-152,9.62433415464077e-152,crovir-transcript-13676,NP_006755.4,Nonvenom
ATF5_crovir-transcript-2779,1506.23899884915,2.2944078913519,0.0868002669326423,26.4331893487421,5.6945916188955e-154,1.83101954419267e-151,2.99247706956142e-151,crovir-transcript-2779,NP_001180575.1,Nonvenom
MAN1A2_crovir-transcript-15090,2183.3906053802302,5.60540280140223,0.212042954539006,26.43522305935,5.39612252047402e-154,1.77842707968523e-151,3.05087299984604e-151,crovir-transcript-15090,NP_006690.1,Nonvenom
Venom_crovir-transcript-SVMP_8,45608.5349876979,13.1927039320604,0.504338951631203,26.1584077323212,7.9072760887568e-151,2.48194334947812e-148,4.16853199793193e-148,crovir-transcript-SVMP_8,NP_055080.2,Venom
HK3_crovir-transcript-13750,514.829376116225,7.71250110169623,0.299002250599427,25.7941239112232,1.03207769292633e-146,3.16415819205762e-144,3.9840152116517e-144,crovir-transcript-13750,NP_002106.2,Nonvenom
CMPK1_crovir-transcript-6056,1280.08322567731,2.8689469989013,0.111966398162969,25.6232856104339,8.39507741496091e-145,2.51527967185068e-142,4.42280928957221e-142,crovir-transcript-6056,NP_057392.1,Nonvenom
PYCR1_crovir-transcript-14290,465.814329384276,4.04663404384502,0.159054118186606,25.4418690316299,8.68495176942859e-143,2.54430487058616e-140,3.20893797832338e-140,crovir-transcript-14290,NP_037460.2,Nonvenom
HDAC5_crovir-transcript-2688,727.675788906928,-2.8137343532181,0.110727791010493,-25.4112750515492,1.89289296283502e-142,5.42478433240306e-140,8.22142914480416e-140,crovir-transcript-2688,XP_016879477.1,Nonvenom
TXNDC5_crovir-transcript-5343,1636.02514614702,2.61944876575061,0.103113392940014,25.4035745606245,2.30264421120424e-142,6.45867205027777e-140,9.59248270474656e-140,crovir-transcript-5343,NP_110437.2,Nonvenom
Venom_crovir-transcript-SVMP_10,89397.3934779987,11.394411253357,0.45287040480889,25.1604236716803,1.08679300478619e-139,2.98483170460341e-137,5.24845866591703e-137,crovir-transcript-SVMP_10,NP_055080.2,Venom
HSPA13_crovir-transcript-3743,6126.02677365925,4.81530407703053,0.191688470467796,25.1204679409214,2.97225331532312e-139,7.99657458283769e-137,1.34305954362001e-136,crovir-transcript-3743,NP_008879.3,Nonvenom
DNAJB9_crovir-transcript-8646,5638.71209031242,4.93259536660277,0.198139240539995,24.8945910621229,8.51455148001772e-137,2.24494664322147e-134,3.77048570342524e-134,crovir-transcript-8646,NP_036460.1,Nonvenom
SC5D_crovir-transcript-12675,1736.35444893474,3.78232083438764,0.152071355500776,24.872013680238,1.49465556519326e-136,3.86353810116525e-134,6.79355556190584e-134,crovir-transcript-12675,NP_001020127.1,Nonvenom
LOC103055489_crovir-transcript-6749,1520.77862399359,10.3273192716811,0.42325507831739,24.3997527749375,1.72054722804126e-131,4.36191809755152e-129,6.95490965082727e-129,crovir-transcript-6749,NP_001106.1,Nonvenom
MFSD5_crovir-transcript-14630,1052.88924812604,2.76673549270284,0.113509025093537,24.3745859892895,3.18170617941977e-131,7.76748751172053e-129,1.08548360116987e-128,crovir-transcript-14630,NP_001164261.1,Nonvenom
LOC103061595_crovir-transcript-13215,31852.2836511976,12.2947693133553,0.504316452971591,24.3790763535687,2.85129462060074e-131,7.09219188365653e-129,1.22398055724358e-128,crovir-transcript-13215,NP_008979.3,Nonvenom
COPB2_crovir-transcript-10739,4129.82025850419,3.01443335367851,0.126928904714097,23.7489905114081,1.12544643203591e-124,2.69759278427806e-122,4.00649110625203e-122,crovir-transcript-10739,NP_004757.1,Nonvenom
SRPRA_crovir-transcript-12733,3433.60621800392,3.20197914342598,0.134958901662617,23.7255868562905,1.96344695485885e-124,4.62216450105432e-122,6.86488378566151e-122,crovir-transcript-12733,NP_003130.2,Nonvenom
YKT6_crovir-transcript-12783,1010.75428236051,3.00859883739369,0.12704882571448,23.6806504938108,5.7071662533007e-124,1.31995741609233e-121,1.81044248826557e-121,crovir-transcript-12783,NP_006546.1,Nonvenom
GDF5_crovir-transcript-6421,1435.5294954976,9.36792897539827,0.396139308748294,23.6480671534433,1.23562066790786e-123,2.80848056293608e-121,4.93836691893486e-121,crovir-transcript-6421,NP_000548.2,Nonvenom
AP1AR_crovir-transcript-4422,1043.91962516334,2.68082963038211,0.117174402789423,22.8789698651154,7.52573797302536e-116,1.68155599488802e-113,2.54845033790836e-113,crovir-transcript-4422,NP_061039.3,Nonvenom
LOC103049250_crovir-transcript-15138,1739.1460673078,9.68228348371191,0.423720674698715,22.8506279298183,1.4405302582104e-115,3.16508506566461e-113,5.56541198474679e-113,crovir-transcript-15138,NP_061116.5,Nonvenom
RAB1A_crovir-transcript-10448,4469.11852467617,2.68030790633639,0.121173237301248,22.1196360354135,2.04572103436254e-108,4.42110498295104e-106,7.04928084974974e-106,crovir-transcript-10448,NP_004152.1,Nonvenom
LOC103055664_crovir-transcript-5455,5195.36395944847,3.28671081291354,0.148879197886629,22.0763602945817,5.33350152676452e-108,1.13405726818285e-105,1.70023670799855e-105,crovir-transcript-5455,NP_036451.3,Nonvenom
INPP5J_crovir-transcript-16345,343.954778169259,6.29248642379246,0.285817612813709,22.0157406041096,2.03518376491666e-107,4.25870278934862e-105,5.37117751772576e-105,crovir-transcript-16345,NP_001271214.1,Nonvenom
ARL1_crovir-transcript-12005,1360.40247450147,2.58550001580797,0.117611557852346,21.9833838019041,4.15323013392433e-107,8.55500513367569e-105,1.28261016206866e-104,crovir-transcript-12005,NP_001168.1,Nonvenom
RANGAP1_crovir-transcript-12067,674.800208379522,3.18699969135324,0.145595226292421,21.8894518213963,3.27427626461325e-106,6.64073599944561e-104,1.00642416626003e-103,crovir-transcript-12067,XP_005261752.1,Nonvenom
KIF1BP_crovir-transcript-4496,4666.27896290907,2.1370344968068,0.0980500059000775,21.7953530669305,2.56804481895663e-105,5.12947497701596e-103,7.69037145950939e-103,crovir-transcript-4496,NP_006079.1,Nonvenom
EZH1_crovir-transcript-2367,1042.81482530493,-2.12134716086253,0.097429296307995,-21.7731959610638,4.16549113330661e-105,8.19607009110164e-103,1.2442277374255e-102,crovir-transcript-2367,NP_001308008.1,Nonvenom
PINX1_crovir-transcript-9794,962.19330645151,-2.52947642385969,0.116610976612997,-21.6915808213699,2.46374053430696e-104,4.7763958034954e-102,7.2387761908651e-102,crovir-transcript-9794,NP_060354.4,Nonvenom
CRELD2_crovir-transcript-11706,3723.85594741559,4.02750931030622,0.185725655326233,21.6852610008659,2.8264961362073e-104,5.40024616864071e-102,8.02049826509336e-102,crovir-transcript-11706,XP_005261794.1,Nonvenom
SRP54_crovir-transcript-7264,2892.665369838,2.27155906055131,0.104788845189512,21.6774892064433,3.34644291742738e-104,6.30230814006359e-102,1.00487865029882e-101,crovir-transcript-7264,NP_003127.1,Nonvenom
LOC103066669_crovir-transcript-10227,915.054915073273,3.04473078956294,0.141998280818154,21.4420257204528,5.42023122481209e-102,1.0064071582633501e-99,1.38037959225127e-99,crovir-transcript-10227,NP_060890.2,Nonvenom
QPCT_crovir-transcript-9447,12890.5587049853,6.0906629888117,0.284232529497969,21.4284515553848,7.25531628282107e-102,1.3284282577282e-99,2.11812746215746e-99,crovir-transcript-9447,NP_036545.1,Nonvenom
SLC39A11_crovir-transcript-14371,2749.21875044226,6.77136248255112,0.316494055642415,21.3949120428398,1.49010473587538e-101,2.6909658538418e-99,4.03443375659827e-99,crovir-transcript-14371,NP_001153242.1,Nonvenom
STT3A_crovir-transcript-12742,10188.94327356,2.7094431388148,0.127229654147437,21.295688941157,1.24462780948995e-100,2.21728762331163e-98,3.32427110615498e-98,crovir-transcript-12742,NP_001265432.1,Nonvenom
ADCY8_crovir-transcript-6748,831.486632897058,9.98197806667782,0.469479439202374,21.2618002689038,2.56390269456843e-100,4.50665722966607e-98,6.84145921873886e-98,crovir-transcript-6748,NP_001106.1,Nonvenom
Venom_crovir-transcript-SVSP_6,9573.87488629861,14.5436600686174,0.686278189348736,21.1920767617853,1.1300166269035e-99,1.96013278848274e-97,3.12535589679548e-97,crovir-transcript-SVSP_6,XP_011514713.1,Venom
Venom_crovir-transcript-SVMP_7,105874.510527972,13.1114450182964,0.622731323996118,21.0547382363218,2.06923260290705e-98,3.54268745508099e-96,5.64867808614704e-96,crovir-transcript-SVMP_7,NP_055080.2,Venom
ARL6IP4_crovir-transcript-16375,757.743187660751,1.77792901224948,0.0851284547420277,20.885249446114,7.29229088131567e-97,1.23249064985108e-94,1.69047380747043e-94,crovir-transcript-16375,NP_061164.3,Nonvenom
C2CD4D_crovir-transcript-12577,188.65597836095,4.29930324254402,0.206127008709283,20.8575444308109,1.30186312963086e-96,2.17246349847134e-94,2.73536501632352e-94,crovir-transcript-12577,NP_001129475.1,Nonvenom
SLC1A1_crovir-transcript-15400,601.468645235143,4.90922202286253,0.235581694765096,20.8387244508009,1.92910564557627e-96,3.17892496570399e-94,5.06867287023133e-94,crovir-transcript-15400,XP_011516309.1,Nonvenom
GPHN_crovir-transcript-7495,382.731118578208,-5.37490580474338,0.258795148532106,-20.7689589052577,8.26298613077755e-96,1.34482649582766e-93,1.69612724740912e-93,crovir-transcript-7495,XP_011534642.1,Nonvenom
TMEM104_crovir-transcript-14249,538.025133364309,4.01491642158192,0.196869797447615,20.3937651871169,1.89949605331356e-92,3.05378737449179e-90,4.62810961400196e-90,crovir-transcript-14249,NP_060198.3,Nonvenom
Venom_crovir-transcript-SVSP_5,261789.74373099,12.1189245197675,0.59547256104865,20.3517765762802,4.47749692039885e-92,7.11166769899012e-90,1.0662176255248e-89,crovir-transcript-SVSP_5,XP_011514713.1,Venom
EIF1_crovir-transcript-2566,16229.673366858,-2.2916847039155,0.112979820785254,-20.2840178713986,1.77982036620284e-91,2.79325855805381e-89,4.18779621503952e-89,crovir-transcript-2566,NP_005792.1,Nonvenom
LOC103066213_crovir-transcript-3318,2388.02535968815,2.06648904777824,0.102861467605446,20.090021033968,9.0223852123282e-90,1.39931887357791e-87,2.35021701887198e-87,crovir-transcript-3318,NP_004791.1,Nonvenom
LOC103048180_crovir-transcript-14123,1227.9048789189,3.65550289992784,0.182036274575274,20.0811783720406,1.07806945806274e-89,1.65258019367919e-87,2.47763282070134e-87,crovir-transcript-14123,NP_694942.3,Nonvenom
Venom_crovir-transcript-PLA2_gIIE,6086.24024468276,4.3965360921448,0.219449869531432,20.0343527272642,2.76409364047899e-89,4.18839614510742e-87,7.03459382123539e-87,crovir-transcript-PLA2_gIIE,NP_055404.1,Venom
MAGT1_crovir-transcript-8549,1092.49857924118,2.09791961091236,0.104881529798697,20.0027556323691,5.21120726672213e-89,7.80674379513612e-87,1.15946520046656e-86,crovir-transcript-8549,NP_115497.4,Nonvenom
LOC103061637_crovir-transcript-1012,553.919199882154,5.23393353325542,0.262955395562324,19.9042636948475,3.73742874981064e-88,5.53601384368019e-86,7.59315001835173e-86,crovir-transcript-1012,NP_001129965.1,Nonvenom
MFSD12_crovir-transcript-6873,143.158071179257,3.45945387491831,0.174061793063428,19.8748606114708,6.71727969731839e-88,9.83932202774981e-86,9.02881523873379e-86,crovir-transcript-6873,XP_006722710.1,Nonvenom
GPKOW_crovir-transcript-14779,624.236757587976,1.91543427701775,0.0964492481064436,19.8595045023455,9.12059423796922e-88,1.32128344878185e-85,1.81226126354776e-85,crovir-transcript-14779,XP_016884904.1,Nonvenom
LOC103057595_crovir-transcript-9059,301.796412915975,4.92777284103213,0.248554143589272,19.825752127372,1.7849281616963701e-87,2.55768564735252e-85,3.2312708097829e-85,crovir-transcript-9059,NA,Nonvenom
FOXI1_crovir-transcript-14004,246.141488684279,7.28858697140602,0.368591827419675,19.7741415549817,4.97217927744478e-87,7.04819778651124e-85,8.87443847361198e-85,crovir-transcript-14004,NP_036320.2,Nonvenom
BET1_crovir-transcript-2237,923.629074941606,2.60865997054198,0.1322526502496,19.7248218891544,1.32021631382202e-86,1.85153315586337e-84,2.95219798413208e-84,crovir-transcript-2237,NP_005859.1,Nonvenom
SREBF1_crovir-transcript-1605,4134.60117474032,3.47023009693721,0.176167813009662,19.6984343374171,2.22391483035807e-86,3.0860914956432e-84,5.18322513317612e-84,crovir-transcript-1605,NP_001005291.1,Nonvenom
Venom_crovir-transcript-SVSP_7,463915.642740705,13.2412530903285,0.672980220066122,19.675545722618,3.49395284055783e-86,4.79799794761186e-84,8.05844660992659e-84,crovir-transcript-SVSP_7,XP_011516267.1,Venom
Venom_crovir-transcript-SVMP_6,128372.356496065,13.0260338566237,0.666842954721432,19.5338853989471,5.65673975902632e-85,7.68791755084989e-83,1.35182554615671e-82,crovir-transcript-SVMP_6,NP_055080.2,Venom
KMT5A_crovir-transcript-16346,344.137293839728,2.19775259822511,0.11350079444637,19.3633234810843,1.57395720865085e-83,2.11729366139226e-81,2.67038125809968e-81,crovir-transcript-16346,NP_065115.3,Nonvenom
BTBD10_crovir-transcript-7670,1066.07595220704,2.40947103856798,0.124646129465594,19.3304922415025,2.97565433177604e-83,3.96242939957611e-81,6.31794037749195e-81,crovir-transcript-7670,XP_016873894.1,Nonvenom
BNIP1_crovir-transcript-13975,179.441583903166,3.69787807217975,0.193491380219091,19.1113323394181,2.03213791635267e-81,2.67896741512773e-79,3.37310788069276e-79,crovir-transcript-13975,NP_053582.2,Nonvenom
SLC33A1_crovir-transcript-10846,806.036463990902,2.53216572928173,0.132521282875854,19.1076155794074,2.18214246351673e-81,2.84823604916248e-79,4.31659019622135e-79,crovir-transcript-10846,NP_001177921.1,Nonvenom
YDJC_crovir-transcript-4184,347.9615977082,4.48852150665943,0.235041376214719,19.0967291757134,2.68808207972841e-81,3.47421431931957e-79,4.36532494521126e-79,crovir-transcript-4184,NP_001017964.1,Nonvenom
LOC103061547_crovir-transcript-15565,12118.2203833608,3.32477762113121,0.174509875012545,19.05208871929,6.3132204642777e-81,8.08030926024979e-79,1.21144132679217e-78,crovir-transcript-15565,NP_861974.1,Nonvenom
PRELID3B_crovir-transcript-6625,484.323268485102,2.83202173953608,0.148957863190457,19.012233922254,1.35075868800545e-80,1.71221651768999e-78,2.00475266640768e-78,crovir-transcript-6625,NP_057129.2,Nonvenom
MAP7_crovir-transcript-9219,1439.47696985614,2.32003241163147,0.122599790690535,18.9236245719838,7.28668157997302e-80,9.1486022160747e-78,1.53654760420206e-77,crovir-transcript-9219,NP_001185538.1,Nonvenom
NOSIP_crovir-transcript-2712,1834.95861449505,1.7667767095388,0.0935126674759597,18.8934478849403,1.29129714570075e-79,1.60595945960123e-77,2.40773662969133e-77,crovir-transcript-2712,XP_024307296.1,Nonvenom
CHCHD4_crovir-transcript-13431,390.959705255707,2.44262607099392,0.129425488533462,18.8728363993187,1.90778399316869e-79,2.3504968581255e-77,2.96951734237125e-77,crovir-transcript-13431,NP_653237.1,Nonvenom
GPR180_crovir-transcript-3278,1804.75258854588,2.76076921248004,0.146437970484597,18.8528235084385,2.78569446454698e-79,3.40035278945582e-77,5.97910127980424e-77,crovir-transcript-3278,NP_851320.1,Nonvenom
Venom_crovir-transcript-SVMP_2,3784.06765329285,11.3603197531532,0.60730449468506,18.7061348179952,4.4123912952185e-78,5.33656462796932e-76,8.50894583604429e-76,crovir-transcript-SVMP_2,NP_055080.2,Venom
PPIB_crovir-transcript-11212,24126.0657668214,2.95207909208301,0.157944628244408,18.6905950832014,5.90506705869675e-78,7.07695445770903e-76,1.24439521647329e-75,crovir-transcript-11212,NP_000933.1,Nonvenom
SARS_crovir-transcript-6171,3213.47148859228,2.38030321138627,0.127897506400333,18.6110212652284,2.61583682616271e-77,3.10671863777505e-75,4.95354267389736e-75,crovir-transcript-6171,NP_001317598.1,Nonvenom
ADPGK_crovir-transcript-11155,583.815786173578,2.91581381141077,0.15708339594881,18.5622025408781,6.49849299776408e-77,7.64907439192177e-75,1.15924098145047e-74,crovir-transcript-11155,XP_006720775.1,Nonvenom
LOC103050506_crovir-transcript-552,148.928015589263,3.51489071847887,0.189816021305908,18.5173553543948,1.49607832099039e-76,1.74538057571826e-74,1.71203367980547e-74,crovir-transcript-552,NP_073610.2,Nonvenom
INSIG2_crovir-transcript-1775,4134.40870893549,5.43869092053249,0.294005198998956,18.4986215857761,2.11822395208083e-76,2.44952161055102e-74,4.30718184359266e-74,crovir-transcript-1775,NP_001333519.1,Nonvenom
GCDH_crovir-transcript-14985,1693.83647046192,1.67140762673109,0.0906670623208463,18.4345624965374,6.93776665492419e-76,7.95309372277092e-74,1.18120123441826e-73,crovir-transcript-14985,XP_011526201.1,Nonvenom
UBE2J1_crovir-transcript-8992,551.011733774405,2.12841496891576,0.116077092072162,18.3362188948753,4.25373827623321e-75,4.83422687030883e-73,6.6755548796924e-73,crovir-transcript-8992,NP_057105.2,Nonvenom
ATP2B1_crovir-transcript-11944,4401.8157082088,3.48254165108671,0.190065391797718,18.3228604542225,5.43781201308373e-75,6.12706630499853e-73,1.02906748259212e-72,crovir-transcript-11944,XP_011536709.1,Nonvenom
Venom_crovir-transcript-SVMP_1,23062.0814372829,7.18903201562105,0.39451921971386,18.2222605551009,3.43659949153361e-74,3.83938060143115e-72,5.70228550535923e-72,crovir-transcript-SVMP_1,NP_055080.2,Venom
GRPEL1_crovir-transcript-5506,852.922756000437,1.55473642125688,0.0858213962010027,18.1159534810588,2.38504513225614e-73,2.64218907382628e-71,4.01105029195204e-71,crovir-transcript-5506,NP_079472.1,Nonvenom
WDR36_crovir-transcript-15588,910.615003991802,2.21138055255762,0.122257828688081,18.0878441592445,3.97328675102117e-73,4.36498660322601e-71,6.61527276984763e-71,crovir-transcript-15588,NP_644810.1,Nonvenom
MLEC_crovir-transcript-4199,797.396300224466,3.86274818277578,0.213595189614038,18.0844343440303,4.22682634503604e-73,4.60514476914133e-71,7.34272516862164e-71,crovir-transcript-4199,NP_055545.1,Nonvenom
ATP10A_crovir-transcript-3438,636.417347493743,2.08524931968512,0.11547859578073599,18.0574530334996,6.89304720114493e-73,7.38788953273931e-71,1.13073253599328e-70,crovir-transcript-3438,NP_077816.1,Nonvenom
RCN1_crovir-transcript-7608,7379.97426658587,3.81290297527524,0.211105475069513,18.0616015478505,6.3940298407932e-73,6.90922093370301e-71,1.20502409693076e-70,crovir-transcript-7608,NP_002892.1,Nonvenom
RAB28_crovir-transcript-4667,573.580351987614,2.33373137102047,0.129965936009448,17.9564849273337,4.27007261494378e-72,4.53970703893579e-70,6.26885421167786e-70,crovir-transcript-4667,NP_001017979.1,Nonvenom
ASNS_crovir-transcript-1970,2523.79554361373,3.83898341689664,0.214003196819331,17.9389068665999,5.85965036817092e-72,6.17982166428778e-70,1.0379279750488e-69,crovir-transcript-1970,NP_001339425.1,Nonvenom
CDKN2AIP_crovir-transcript-4597,867.588854191708,1.94183175147219,0.10837852611916,17.917126399534,8.66921247519727e-72,9.07033556035918e-70,1.37694809421022e-69,crovir-transcript-4597,NP_060102.1,Nonvenom
YRDC_crovir-transcript-608,278.191301414526,3.20078316008778,0.17984184809409,17.7977661707145,7.35444240730562e-71,7.57450111371172e-69,9.59224480018174e-69,crovir-transcript-608,NP_078916.3,Nonvenom
PLEKHS1_crovir-transcript-10491,892.031516061099,10.3732743053515,0.58253522033381,17.8071195410421,6.2231086529924e-71,6.45978278522825e-69,9.72984408784166e-69,crovir-transcript-10491,XP_011538473.1,Nonvenom
DAGLA_crovir-transcript-7849,649.223071219309,3.14224650170669,0.176659239000642,17.7870487809317,8.90480765288611e-71,9.1001611851161e-69,1.24817045298125e-68,crovir-transcript-7849,XP_016873727.1,Nonvenom
LMBR1L_crovir-transcript-14546,1296.18410167772,3.19999506404641,0.181510815656068,17.6297762338849,1.45541895291332e-69,1.47590677355818e-67,2.59520015276583e-67,crovir-transcript-14546,XP_024304815.1,Nonvenom
